Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID
6	4079206	4130951	ENSG00000185689
15	32392782	32403292	ENSG00000249931
1	1751232	1780457	ENSG00000008130
20	32983773	33004433	ENSG00000167098
14	55271303	55361918	ENSG00000178974
CHR_HSCHR6_MHC_MCF_CTG1	31691477	31693314	ENSG00000235985
20	45372563	45407889	ENSG00000124251
16	67657512	67660815	ENSG00000102977
11	62670273	62673687	ENSG00000204922
17	41232463	41233454	ENSG00000204873
17	41226648	41227652	ENSG00000239886
6	125956781	125980244	ENSG00000111911
16	88570381	88631966	ENSG00000158545
13	102597003	102679958	ENSG00000134900
7	20782283	20786886	ENSG00000164651
8	123680794	123737407	ENSG00000104537
19	53909335	53943941	ENSG00000105605
3	190305701	190322475	ENSG00000163347
16	30833626	30894960	ENSG00000099385
12	42238447	42459715	ENSG00000134283
19	48332356	48364237	ENSG00000161558
7	90245174	90311063	ENSG00000105792
1	47023568	47050751	ENSG00000186377
6	143864436	143938356	ENSG00000118491
3	51894876	51903335	ENSG00000173389
20	32819893	32850405	ENSG00000101367
2	172427354	172506282	ENSG00000091409
6	26043277	26043657	ENSG00000276410
18	66501083	66604138	ENSG00000071991
21	46635167	46665124	ENSG00000160310
1	23557918	23559794	ENSG00000117318
X	49162564	49168483	ENSG00000269313
5	141853111	141879246	ENSG00000156453
X	48574449	48579066	ENSG00000102317
14	60245752	60299087	ENSG00000100614
5	39284262	39424868	ENSG00000113600
1	112720419	112727235	ENSG00000184599
21	46161148	46184476	ENSG00000160284
1	201359008	201377762	ENSG00000118194
16	88453317	88537016	ENSG00000179588
12	53251251	53254405	ENSG00000182544
22	45413691	45432496	ENSG00000128408
1	201373244	201399915	ENSG00000159166
16	30778449	30787202	ENSG00000102870
1	112702614	112711433	ENSG00000271810
X	2752048	2816500	ENSG00000124343
2	37923187	38067142	ENSG00000115841
CHR_HSCHR6_MHC_SSTO_CTG1	33059372	33122227	ENSG00000235307
20	56392371	56406369	ENSG00000101138
6	31982024	32002681	ENSG00000244731
2	27123789	27130812	ENSG00000143994
5	159314783	159330887	ENSG00000113302
5	72955981	73090522	ENSG00000157107
1	145917714	145927678	ENSG00000265241
15	66293217	66333898	ENSG00000166938
5	180601506	180649624	ENSG00000037280
12	53241889	53242723	ENSG00000283536
1	112709994	112715477	ENSG00000155367
5	159865080	159972544	ENSG00000170214
2	27130756	27134675	ENSG00000138073
3	160432445	160485773	ENSG00000213186
19	34956354	34964049	ENSG00000180884
2	161424332	161985282	ENSG00000144290
6	143422832	143450673	ENSG00000189007
5	160009113	160065543	ENSG00000113312
5	88189633	88269476	ENSG00000164180
1	52927229	53051703	ENSG00000116171
1	91680343	91906335	ENSG00000069702
1	145959442	145964582	ENSG00000272031
3	160225496	160228213	ENSG00000180044
X	48521158	48528716	ENSG00000147155
5	141653401	141682221	ENSG00000120318
3	160256986	160399880	ENSG00000068885
1	145992435	145996600	ENSG00000265972
6	83210389	83431071	ENSG00000065833
5	160061801	160119423	ENSG00000170234
CHR_HSCHR6_MHC_APD_CTG1	31901630	31906788	ENSG00000234728
11	48975324	48983826	ENSG00000220948
1	112701106	112707434	ENSG00000155366
4	139266163	139280338	ENSG00000137463
CHR_HSCHR6_MHC_COX_CTG1	31260536	31347723	ENSG00000223532
6	18387350	18468874	ENSG00000137393
5	138352596	138437028	ENSG00000120733
X	141903894	141909388	ENSG00000155495
1	201190825	201228952	ENSG00000163395
22	45344063	45413619	ENSG00000077935
14	104689606	104722535	ENSG00000203485
9	841690	969090	ENSG00000137090
10	100347124	100364834	ENSG00000099194
10	97766751	97771952	ENSG00000120057
2	219597860	219616451	ENSG00000144589
CHR_HSCHR6_MHC_DBB_CTG1	31597358	31599195	ENSG00000234836
6	31971091	31982821	ENSG00000204344
16	27313668	27364778	ENSG00000077238
1	146113652	146229000	ENSG00000213240
19	18899514	18919397	ENSG00000105669
3	63652668	63679020	ENSG00000188817
1	146146203	146229026	ENSG00000264343
13	26044597	26051031	ENSG00000180730
7	101239458	101252316	ENSG00000214253
4	39458587	39485109	ENSG00000121897
2	88691644	88750935	ENSG00000153574
17	137526	139067	ENSG00000268320
15	89471398	89496613	ENSG00000140519
17	142789	181636	ENSG00000272636
10	7559270	7666998	ENSG00000123243
1	146064699	146144804	ENSG00000271425
20	56412112	56460387	ENSG00000087589
6	45880827	46080348	ENSG00000112782
17	40958417	40966892	ENSG00000196859
1	201283452	201332993	ENSG00000081277
7	18026774	18027863	ENSG00000229937
3	122055366	122121139	ENSG00000114013
5	73120292	73131817	ENSG00000157111
5	9035026	9546075	ENSG00000112902
2	161416094	161425870	ENSG00000136535
3	160227454	160449829	ENSG00000248710
17	40922696	40937634	ENSG00000108244
4	143513463	143557486	ENSG00000153147
8	132866958	133134903	ENSG00000042832
CHR_HSCHR6_MHC_APD_CTG1	31924682	31929929	ENSG00000228691
3	160399274	160434962	ENSG00000113810
20	44910062	44959035	ENSG00000101104
6	19837386	19840684	ENSG00000172201
6	129831244	129861547	ENSG00000203756
1	54756898	54764514	ENSG00000162396
CHR_HSCHR6_MHC_MANN_CTG1	31660168	31677219	ENSG00000226618
10	45825594	45853875	ENSG00000188234
1	54779712	54801267	ENSG00000006555
13	26132115	26222493	ENSG00000127870
12	42157104	42238349	ENSG00000015153
2	181954241	182131398	ENSG00000150722
1	1724838	1745999	ENSG00000215790
19	38433699	38587564	ENSG00000196218
16	55655604	55706192	ENSG00000103546
2	135531455	135725270	ENSG00000048991
X	142202345	142205290	ENSG00000046774
17	18108706	18179806	ENSG00000091536
17	41184102	41185342	ENSG00000198443
17	74367407	74372622	ENSG00000257008
2	43812472	43838865	ENSG00000138075
11	34105602	34147670	ENSG00000135372
17	41096981	41098141	ENSG00000204880
1	92029982	92063536	ENSG00000172031
19	8206736	8262421	ENSG00000090661
1	113813811	113871759	ENSG00000134242
21	41464551	41531116	ENSG00000184012
8	123497889	123541206	ENSG00000156804
12	6839954	6847393	ENSG00000111664
10	58191517	58267934	ENSG00000151151
19	39538705	39540333	ENSG00000176396
20	38304123	38337505	ENSG00000101425
X	143025918	143034702	ENSG00000189326
1	41015597	41023237	ENSG00000171790
18	69831158	69961803	ENSG00000150637
14	23953586	23969279	ENSG00000157326
X	112630648	112680054	ENSG00000182508
1	145933423	145958001	ENSG00000271601
17	40860943	40867224	ENSG00000187242
11	62615296	62622175	ENSG00000149541
CHR_HSCHR6_MHC_SSTO_CTG1	29174136	29175407	ENSG00000226000
8	91070196	91087095	ENSG00000155100
2	209771993	209999300	ENSG00000144406
13	101053776	101416492	ENSG00000102452
1	200551497	200620734	ENSG00000118193
16	55508998	55586670	ENSG00000087253
12	50763710	50821122	ENSG00000123268
4	71741693	71804041	ENSG00000145321
3	121894089	121944102	ENSG00000163406
20	13714322	13784886	ENSG00000089048
16	87949244	88077318	ENSG00000172530
18	49822813	50195093	ENSG00000167306
6	152121684	152637801	ENSG00000131018
1	197911902	197935478	ENSG00000143355
7	23310209	23470467	ENSG00000136231
12	100203669	100267079	ENSG00000166153
4	139015789	139045939	ENSG00000151014
6	122789049	122809720	ENSG00000172594
12	57452323	57459280	ENSG00000139269
22	32474676	32498829	ENSG00000100225
13	31846713	32299122	ENSG00000073910
3	46201709	46208396	ENSG00000163823
19	50790415	50795224	ENSG00000142513
19	9210276	9219589	ENSG00000174667
17	76624761	76643838	ENSG00000070526
14	46651010	46651821	ENSG00000165496
4	9334658	9336609	ENSG00000229579
15	40238759	40277487	ENSG00000137843
4	102251041	102431258	ENSG00000138821
1	46607715	46616891	ENSG00000142961
17	6578148	6640927	ENSG00000198920
14	23099065	23104992	ENSG00000283654
16	87881546	87936580	ENSG00000174990
1	192575727	192580031	ENSG00000090104
19	10960825	11079426	ENSG00000127616
11	13492055	13496181	ENSG00000152266
X	135050932	135052196	ENSG00000203950
9	68328308	68531061	ENSG00000154330
3	48517684	48562015	ENSG00000114268
12	98613405	98645113	ENSG00000166130
10	110898730	110919274	ENSG00000214413
4	39182404	39285810	ENSG00000157796
1	110519837	110631474	ENSG00000177301
1	110517217	110519175	ENSG00000143105
7	18086949	19002416	ENSG00000048052
2	237085312	237100466	ENSG00000198612
CHR_HSCHR6_MHC_QBL_CTG1	33228522	33243221	ENSG00000206281
8	132024220	132059380	ENSG00000253117
6	38675925	38703141	ENSG00000124767
5	69415065	69444330	ENSG00000152939
9	131576770	131740074	ENSG00000107263
11	118572390	118603033	ENSG00000095139
8	116642130	116766925	ENSG00000147677
1	22563564	22603594	ENSG00000070886
12	52821410	52834295	ENSG00000185640
5	147870682	147882191	ENSG00000164265
Y	9527880	9530682	ENSG00000236424
2	199269500	199471266	ENSG00000119042
3	27715949	27722711	ENSG00000163508
4	56907876	56966678	ENSG00000084093
17	63432304	63446378	ENSG00000008283
14	77098311	77225462	ENSG00000259164
6	149818798	149864026	ENSG00000120256
X	48255317	48267444	ENSG00000126752
X	103607451	103629690	ENSG00000196507
15	52307283	52529050	ENSG00000197535
2	74421678	74425755	ENSG00000005448
Y	9466955	9469748	ENSG00000258992
7	100400826	100428992	ENSG00000078487
11	61258286	61295424	ENSG00000167992
14	23381990	23408277	ENSG00000197616
17	41717742	41734644	ENSG00000173805
17	14301083	14349404	ENSG00000125430
CHR_HSCHR6_MHC_COX_CTG1	31664094	31671449	ENSG00000231325
7	16859405	16881987	ENSG00000173467
16	70523788	70577670	ENSG00000189091
17	63550461	63594266	ENSG00000136485
20	5950652	5998977	ENSG00000125885
1	37611350	37634923	ENSG00000169218
2	153477338	153478808	ENSG00000177519
11	1752752	1764573	ENSG00000117984
1	224227334	224330387	ENSG00000143748
11	60842071	60851081	ENSG00000110104
11	46719180	46739506	ENSG00000180210
17	18327860	18363563	ENSG00000176974
2	68679601	68826833	ENSG00000163219
2	241149576	241183652	ENSG00000115685
1	248850006	248859144	ENSG00000171163
9	78297143	78330093	ENSG00000135069
16	18804853	18926454	ENSG00000157106
5	122843439	123029354	ENSG00000064652
15	44711487	44718877	ENSG00000166710
17	82018702	82024107	ENSG00000169689
2	238138722	238152947	ENSG00000168427
X	44523639	44543001	ENSG00000069509
1	223109406	223143282	ENSG00000187554
16	50246137	50318135	ENSG00000121281
4	170060222	170091699	ENSG00000109576
5	155870344	156767788	ENSG00000170624
15	90717327	90816165	ENSG00000197299
1	222872271	223005995	ENSG00000154309
1	15456728	15472091	ENSG00000142615
12	52360006	52367481	ENSG00000135443
9	128255829	128275995	ENSG00000167110
12	122203543	122208952	ENSG00000176383
2	241776825	241804208	ENSG00000154252
2	98087116	98313299	ENSG00000168658
2	227002711	227164453	ENSG00000081052
5	150166795	150184558	ENSG00000113722
16	69131291	69231130	ENSG00000141076
22	50185915	50199598	ENSG00000170638
5	139387480	139390081	ENSG00000170476
16	84177847	84187070	ENSG00000103168
19	19997058	20039506	ENSG00000197124
1	6185020	6209389	ENSG00000116251
16	2275881	2340746	ENSG00000167972
16	566996	569495	ENSG00000257108
6	133240598	133532120	ENSG00000112319
11	45240301	45286319	ENSG00000019505
X	102153708	102156057	ENSG00000184515
15	64387748	64455303	ENSG00000103671
16	75647786	75761872	ENSG00000166848
9	111686173	111795008	ENSG00000165181
1	19303965	19312146	ENSG00000053371
5	179060415	179083537	ENSG00000177932
12	71754874	71800285	ENSG00000080371
CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54830903	54845777	ENSG00000277650
6	79631283	79703659	ENSG00000198478
CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54724481	54736671	ENSG00000276086
1	99263953	99309590	ENSG00000117600
14	20425852	20436158	ENSG00000185271
CHR_HSCHR7_2_CTG6	143000530	143002052	ENSG00000275821
2	227598893	227599255	ENSG00000284643
14	24151218	24167402	ENSG00000259529
X	64915802	65034713	ENSG00000126970
19	49119389	49151026	ENSG00000177380
7	43866558	43906589	ENSG00000270617
1	96721665	96823738	ENSG00000117569
CHR_HSCHR19_4_CTG3_1	54138190	54156165	ENSG00000277600
7	127591409	127602144	ENSG00000106328
2	240998838	241095568	ENSG00000162804
22	40824535	40857022	ENSG00000100380
3	45224466	45226278	ENSG00000249992
3	111070071	111275563	ENSG00000177707
3	94014369	94028610	ENSG00000178750
2	227387683	227387949	ENSG00000284629
16	89644431	89657845	ENSG00000131165
19	55485004	55487568	ENSG00000090971
X	64185117	64205744	ENSG00000184675
12	103587273	103766727	ENSG00000136011
19	34677639	34686397	ENSG00000089335
5	149857955	149944793	ENSG00000132915
X	129539849	129592561	ENSG00000122126
19	49067418	49072941	ENSG00000104848
5	146113038	146182660	ENSG00000133706
19	34593329	34675699	ENSG00000205209
10	70771239	70785401	ENSG00000166220
16	88677682	88686493	ENSG00000185669
1	212285537	212361863	ENSG00000066027
14	75958099	75982991	ENSG00000119699
12	6946468	6961316	ENSG00000111679
4	98995620	99062813	ENSG00000164024
8	6935822	6938338	ENSG00000164821
1	29147743	29181987	ENSG00000116350
12	11351823	11395566	ENSG00000251655
19	55312801	55334048	ENSG00000180061
2	39664982	39717963	ENSG00000152154
2	240886048	240896889	ENSG00000172478
3	46829542	46834095	ENSG00000178055
12	102012927	102062149	ENSG00000120860
19	19561707	19618916	ENSG00000105717
2	108247195	108265351	ENSG00000196228
17	42980565	42993690	ENSG00000198863
18	46667821	46759257	ENSG00000101638
3	44915257	44976185	ENSG00000163812
X	107206632	107244243	ENSG00000080572
17	34285668	34288334	ENSG00000172156
17	31851864	31859337	ENSG00000172301
9	115019578	115118257	ENSG00000041982
11	44564427	44620363	ENSG00000085117
1	960587	965715	ENSG00000187961
13	93226842	94407401	ENSG00000183098
1	207880972	207911402	ENSG00000174059
8	12104389	12115516	ENSG00000215343
14	50719763	50831121	ENSG00000100503
11	60056587	60071128	ENSG00000149516
7	5190188	5233826	ENSG00000157954
9	135546139	135549969	ENSG00000122136
2	120221278	120223408	ENSG00000226479
10	22928024	23038523	ENSG00000165309
7	159028175	159144957	ENSG00000106018
14	105398579	105450106	ENSG00000226174
1	207018521	207032756	ENSG00000182795
14	31291791	31420582	ENSG00000129493
6	53794497	53924121	ENSG00000137269
2	65310851	65432637	ENSG00000198369
19	51745172	51804110	ENSG00000171051
5	149271871	149341802	ENSG00000157510
8	42416475	42541926	ENSG00000168575
19	10305427	10316009	ENSG00000167807
11	10308313	10507579	ENSG00000133805
6	153004459	153131249	ENSG00000091844
11	18412307	18452058	ENSG00000166796
17	36165681	36176636	ENSG00000274808
3	119211732	119241103	ENSG00000121578
2	72916260	72936071	ENSG00000135638
5	177707981	177783398	ENSG00000170074
2	200488952	200519784	ENSG00000155729
2	162267079	162318703	ENSG00000115267
16	10743786	10769351	ENSG00000103274
9	90609832	90643105	ENSG00000165023
X	19533975	19887601	ENSG00000147010
22	49960513	49964080	ENSG00000198355
14	36580579	36582607	ENSG00000136327
22	31160183	31207019	ENSG00000138942
12	54395261	54419460	ENSG00000161638
17	9021542	9244000	ENSG00000065320
3	44861869	44865670	ENSG00000169964
X	116170722	116174972	ENSG00000180772
6	44000580	44005958	ENSG00000181577
1	205086142	205122015	ENSG00000117222
2	232406843	232410714	ENSG00000163286
3	122564238	122575203	ENSG00000163840
CHR_HSCHR17_7_CTG4	36064636	36072388	ENSG00000278167
17	81239239	81241281	ENSG00000224877
6	41905354	41921139	ENSG00000124641
6	27247701	27256624	ENSG00000112812
3	44761717	44873376	ENSG00000163808
1	53946077	53968168	ENSG00000116212
14	105248490	105251093	ENSG00000184887
19	42086110	42196585	ENSG00000028277
1	84479259	84497790	ENSG00000117133
9	27325209	27529781	ENSG00000120162
1	84506300	84566194	ENSG00000122432
18	9708165	9862551	ENSG00000168461
X	49589529	49596827	ENSG00000189064
CHR_HSCHR17_7_CTG4	35983323	35987036	ENSG00000277236
19	45306414	45322977	ENSG00000104879
14	30893799	31026401	ENSG00000196792
1	47416072	47418052	ENSG00000186790
19	39984134	40021041	ENSG00000187187
19	51410021	51417803	ENSG00000142512
X	49331616	49338952	ENSG00000274274
14	74498170	74612378	ENSG00000119681
22	20999104	21002196	ENSG00000184436
13	102807146	102876001	ENSG00000134899
X	3006613	3033571	ENSG00000205667
1	203178931	203186749	ENSG00000133048
CHR_HSCHR22_1_CTG7	23971367	23980473	ENSG00000275003
3	51971426	51981199	ENSG00000248487
7	99486519	99500324	ENSG00000160908
19	51350373	51368099	ENSG00000269403
7	99472841	99503650	ENSG00000198556
X	151563622	151676739	ENSG00000166049
19	8302127	8308356	ENSG00000167775
16	88638591	88640473	ENSG00000124391
22	39994949	40043529	ENSG00000133477
14	104924713	104937790	ENSG00000166428
2	210021423	210171383	ENSG00000144445
7	23680130	23703249	ENSG00000188732
16	3014712	3020071	ENSG00000184697
19	51311848	51330354	ENSG00000142549
11	924894	1012245	ENSG00000183020
12	53307456	53324864	ENSG00000094914
1	92217940	92245813	ENSG00000203910
1	39491646	39525935	ENSG00000183682
15	90083045	90102504	ENSG00000182054
20	25674215	25696841	ENSG00000130684
1	202193901	202319781	ENSG00000133067
4	144109303	144140786	ENSG00000170180
3	64010549	64024010	ENSG00000163636
4	16501541	16898809	ENSG00000169744
10	124007666	124093607	ENSG00000182022
9	128149071	128153455	ENSG00000148346
19	46918676	47005077	ENSG00000160007
14	89954939	90044768	ENSG00000042088
16	55802851	55833337	ENSG00000198848
22	41560763	41577741	ENSG00000172346
3	51778561	51779241	ENSG00000214686
14	23346306	23352912	ENSG00000092096
1	54980792	54992293	ENSG00000143001
18	67506582	67516980	ENSG00000171451
X	112774503	112840815	ENSG00000126016
2	3531984	3547957	ENSG00000255767
19	48321509	48330553	ENSG00000142227
2	119429901	119438520	ENSG00000171227
19	48270102	48287608	ENSG00000178150
6	26033176	26033568	ENSG00000278463
9	23690104	23826337	ENSG00000107105
X	49250436	49264826	ENSG00000049768
14	60508951	60512850	ENSG00000184302
15	43804492	43824802	ENSG00000140259
19	39602501	39607476	ENSG00000105198
6	143494811	143511690	ENSG00000001036
19	51012739	51020175	ENSG00000129451
19	45039040	45070956	ENSG00000104859
10	12349482	12835545	ENSG00000183049
20	25407727	25452628	ENSG00000101003
6	26017085	26017732	ENSG00000124610
10	121478334	121598458	ENSG00000066468
11	108157215	108222642	ENSG00000149308
1	24899511	24965121	ENSG00000020633
1	113390749	113685923	ENSG00000081026
20	45306851	45317824	ENSG00000124232
16	283152	287215	ENSG00000185615
12	89519408	89526262	ENSG00000259075
19	18929201	18941261	ENSG00000051128
CHR_HSCHR6_MHC_COX_CTG1	31259794	31263175	ENSG00000233841
19	34994784	35026471	ENSG00000089351
15	55180806	55197067	ENSG00000137876
10	97865000	98030828	ENSG00000095713
4	139266880	139302551	ENSG00000109390
3	38138478	38143022	ENSG00000172936
6	25833066	25882286	ENSG00000124564
10	84139440	84153245	ENSG00000165678
14	54842008	54902852	ENSG00000131979
12	53210567	53232980	ENSG00000172819
9	129634604	129642169	ENSG00000148331
1	24556111	24609328	ENSG00000184454
CHR_HSCHR22_1_CTG7	23894004	23895227	ENSG00000276701
7	135557919	135648757	ENSG00000155561
11	65597755	65615382	ENSG00000173327
2	219373527	219400022	ENSG00000123992
11	48365485	48366465	ENSG00000176540
6	26440472	26453415	ENSG00000111801
11	48306223	48307152	ENSG00000176555
14	80954989	81146302	ENSG00000165409
10	97737121	97760907	ENSG00000155256
7	102748971	102809225	ENSG00000222011
8	129748196	129786888	ENSG00000147697
20	35954564	36030700	ENSG00000149646
3	68975214	69013961	ENSG00000163378
6	25782897	25832059	ENSG00000124568
2	188733738	188790104	ENSG00000174325
6	111087503	111231194	ENSG00000112394
19	50906352	50910738	ENSG00000167749
9	88534033	88584274	ENSG00000130045
15	42359500	42412318	ENSG00000092529
13	32303700	32315344	ENSG00000189167
16	2963944	2968383	ENSG00000131650
9	127794597	127814327	ENSG00000136877
12	85280107	85301784	ENSG00000180318
12	57530102	57547331	ENSG00000175203
19	44914247	44919349	ENSG00000130208
15	64072559	64094018	ENSG00000166797
